CATAGORY,DOC_TYPE,DESCRIPT,OPENPDF,PATH,TAGS,SRNO,TYPE,FORM
2,ACCOUNTS,ALL REPORTS RELATED TO ACCOUNTING HAS BEEN PROVIDED BELOW,                 181,Reports >,,0,H,
3,SALES REGISTER,ALL THE SALES TRANSACTIONS CAN BE VIEWED HERE FOR ALL TRANSACTION TYPE,                 182,Reports > Accounts >,,0,H,
3,PURCHASE REGISTER,IT PROVIDES FOLLOWING REPORT:,                 183,Reports > Accounts >,,0,H,
4,REGULAR,HERE YOU CAN CHECK BALANCE AMOUNT OF ALL THE CREDITORS/SUPPLIERS,                 184,Reports > Accounts > Purchase Register >,,0,H,
4,VAT REGISTER,\\NOT DISPLAYING,                 185,Reports > Accounts > Purchase Register >,,0,H,
3,CASH BOOK,NO. AND AMOUNT OF SALE DONE THROUGH CASH AS WELL AS PAYMENT RECEIVED BY CASH CAN BE CHECKED HERE,                 186,Reports > Accounts >,,0,H,
3,BANK BOOK,AMOUNT DEPOSITED OR WITHDRAWED FROM THE BANK AS WELL AS ADVANCE CHEQUE GIVEN CAN BE VIEWED HERE,                 187,Reports > Accounts >,,0,H,
3,DAILY CASH CLOSING,HERE YOU CAN CHECK CLOSING BALANCE OF EACH DAY FOR GIVEN PERIOD,                 188,Reports > Accounts >,,0,H,
3,GENERAL LEDGER,\\,                 189,Reports > Accounts >,,0,H,
3,CREDITOR'S LEDGER,ALL THE TRANSACTIONS DONE WITH THE PARTICULAR CREDITOR(PURCHASE PARTY) CAN BE VIEWED HERE,                 190,Reports > Accounts >,,0,H,
3,DEBTOR'S LEDGER,IN ORDER TO CHECK THE AMOUNT PAID AND BALANCE OF PARTICULAR DEBTOR BILLWISE,                 191,Reports > Accounts >,,0,H,
3,SUNDRY GENERAL,\\,                 192,Reports > Accounts >,,0,H,
3,SUNDRY CREDITORS,PREVIOUS FINANCIAL YEAR'S DEBIT/CREDIT AMT. & CURRENT FINANCIAL YEAR'S DEBIT/CREDIT AMT. OF ALL CRED,                 193,Reports > Accounts >,,0,H,
3,SUNDRY DEBTORS,PREVIOUS FINANCIAL YEAR'S DEBIT/CREDIT AMT. & CURRENT FINANCIAL YEAR'S DEBIT/CREDIT AMT. OF ALL DEBT,                 194,Reports > Accounts >,,0,H,
3,TRIAL BALANCE,\\,                 195,Reports > Accounts >,,0,H,
3,PROFIT & LOSS ACCOUNT,\\,                 196,Reports > Accounts >,,0,H,
3,BALANCE SHEET,\\,                 197,Reports > Accounts >,,0,H,
3,GROUP LIST,IT GIVES A LIST OF MAIN ACCOUNT HEAD & GROUPS CREATED UNDER IT,                 198,Reports > Accounts >,,0,H,
2,SCHEME,ALL THE REPORTS RELATED TO SCHEME GIVEN ARE PROVIDED BELOW:,                 199,Reports >,,0,H,
3,COMPANYWISE ITEM DISCOUNT/SCHE,ALL THE SALE BILLS IN WHICH ITEM DISCOUNT OR SCHEME DISCOUNT HAS BEEN GIVEN CAN BE VIEWED HERE,                 200,Reports > Scheme >,,0,H,
3,COMPANY-PARTY WISE SCHEME,SCHEME GIVEN IN ALL THE BILLS TO THE PARTY CAN BE VIEWED HERE,                 201,Reports > Scheme >,,0,H,
3,COMPANY/PRODUCTWISE SCHEME SUM,SCHEME GIVEN TO ALL THE PRODUCTS OF APRTICULAR COMPANY CAN BE CHECKED HERE,                 202,Reports > Scheme >,,0,H,
2,GST,ALL THE REPORTS RELATED TO GOODS SERVICE TAX ARE PROVIDED BELOW:,                 203,Reports >,,0,H,
3,GST PURCHASE,AMOUNT OF APPLIED GST IN ALL PURCHASE BILLS CAN BE VIEWED HERE.,                 204,Reports > Gst >,,0,H,
3,GST SALE,AMOUNT OF APPLIED GST APPLIED IN SALE BILLS CAN BE VIEWED HERE,                 205,Reports > Gst >,,0,H,
3,GST CREDIT NOTE,AMOUNT OF APPLIED GST APPLIED IN SALE BILLS CAN BE VIEWED HERE,                 206,Reports > Gst >,,0,H,
3,SUMMARY,TOTAL TAXABLE AMOUNT & GST TO BE COLLECTED OF BOTH SALES & PURCHASE DATA CAN BE VIEWED AT A GLANCE,                 207,Reports > Gst >,,0,H,
3,GSTR1,ALL THE REPORTS THAT COMES UNDER GSTR1 REPORT HAS BEEN DESCRIBED BELOW:,                 208,Reports > Gst >,,0,H,
3,B2B SALES,TO VIEW THE TAXABLE VALUE & INVOICE VALUE OF PARTIES WHOSE GSTNO HAS BEEN REGISTERED OR UNREGISTERED,                 209,Reports > Gst >,,0,H,
3,B2CS SALES,IN ORDER TO VIEW THE TAXABLE VALUE OF ALL THE PARTIES WHOSE GSTNO HAS NOT BEEN REGISTERED,                 210,Reports > Gst >,,0,H,
3,CREDIT NOTE(CDNR/CDNUR),TO CHECK THE TAXABLE VALUE & REFUNDED AMOUNT OF C.N. OF ALL THE REGISTERED OR UNREGISTERED PARTY,                 211,Reports > Gst >,,0,H,
3,HSN CODE SALES,IT DISPLAYS THE APPLIED GST AMT. & ITS TAXABLE VALUE OF EACH HSNCODE EITHER WITH/WITHOUTPRODUCT NAME,,Reports > Gst >,,0,H,
3,DOCUMENTS,IT DISPLAYS TOTAL NO. OF BILLS DONE & CANCELLED FOR EACH SALE TRANSACTION TYPE AS WELL AS OF C.N.,                 213,Reports > Gst >,,0,H,
3,GSTR2,ALL THE REPORTS THAT COMES UNDER GSTR2 REPORT HAS BEEN DESCRIBED BELOW:,                 214,Reports > Gst >,,0,H,
3,B2B PURCHASE,SIMILAR TO B2B SALES THIS REPORT PROVIDES TAXABLE VALUE OF ALL THE PURCHASE BILLS ALONGWITH APPLIED,                 215,Reports > Gst >,,0,H,
3,HSN CODE PURCHASE,TO VIEW TOTAL AMOUNT OF APPLIED GST IN ALL PURACHSE BILLS ACCORDING TO HSNCODE REFER THIS REPORT,                 216,Reports > Gst >,,0,H,
2,COLLECTION REPORTS,ALL REPORTS RELATED TO AMOUNT COLLECTION ARE PROVIDED IN FOLLOWING REPORTS,                 233,Reports >,,0,H,
3,CC BILLS+STATMENT,IT PROVIDES FOLLOWING REPORTS:,                 234,Reports > Collection >,,0,H,
4,ALL,:ALL THE STATEMENTS & CASH CREDIT BILLS OF ALL THE PARTIES ALONGWITH AMOUNT & PENDING DAYS CAN BE VI,                 235,Reports > Collection >CC Bills+Statement >,,0,H,
4,AREAWISE,ALL THE STATEMENTS & CASH CREDIT BILLS OF ALL THE PARTIES THAT BELONGS TO SPECIFIED AREA PENDING DAY,                 236,Reports > Collection >CC Bills+Statement >,,0,H,
3,OUTSTANDING CC BILLS,IT PROVIDES FOLLOWING REPORTS:,                 237,Reports > Collection >,,0,H,
4,ALL,CASH CREDIT BILLS OF ALL THE PARTIES ALONGWITH BALANCE AMOUNT CAN BE VIEWED HERE EITHER FOR PTS SALE,                 238,Reports > Collection > Outstanding CC Bills >,,0,H,
4,AREAWISE,HERE YOU GET OUTSTANDING OF ALL THE CASH CREDIT PARTIES EITHER FOR ALL THE AREA OR FOR SELECTED AREA,                 239,Reports > Collection > Outstanding CC Bills >,,0,H,
3,OUTSTANDING STATMENT,IT PROVIDES FOLLOWING REPORTS:,                 240,Reports > Collection >,,0,H,
4,ALL,OUTSTANDING STATEMENT OF ALL PARTIES CAN BE VIEWED AREAWISE OR BY DISCOUNT FOR ALL TYPES OF STATEMEN,                 241,Reports > Collection >  Outstanding Statement >,,0,H,
4,AREAWISE,OUTSTANDING STATEMENTS OF ALL THE PARTIES CAN BE VIEWED HERE EITHER FOR ALL AREAS OR SELECTED AREA/O,                 242,Reports > Collection >  Outstanding Statement >,,0,H,
3,SALESMANWISE PENDING,COLLECTION PENDING BY SALESMAN ALONGWITH BILL DETAILS AND PENDING DAYS CAN BE VIEWED HERE,                 243,Reports > Collection >,,0,H,
3,SALESMANWISE COLLECTED,COLLECTION DONE BY SALESMAN EITHER BY CASH OR CHEQUE OR BOTH CAN BE CHECKED VOU DATE WISE OR CHEQUE,                 244,Reports > Collection >,,0,H,
3,PARTYWISE OUTSTANDING,\\,                 245,Reports > Collection >,,0,H,
3,SELECTED PARTYS COLLECTION,TO VIEW COLLECTION REPORT OF ALL/SELECTED PARTYS FOR SPECIFIED PERIOD,                 246,Reports > Collection >,,0,H,
3,PREVIOUS YEAR COLLECTION,IT PROVIDES FOLLOWING REPORT RELATED TO COLLECTION PENDING SINCE PREYIOUS YEAR,                 247,Reports > Collection >,,0,H,
4,CC BILLS,PREVIOUS FINANCIAL YEARS PENDING CASH CREDIT BILLS OF ALL THE PARTIES ALONGWITH AMOUNT & PENDING DAY,                 248,Reports > Collection > Privious Year Collectiom >,,0,H,
4,STATMENTS,PREVIOUS FINANCIAL YEARS OUTSTANDING STATEMENTS OF ALL THE PARTIES ALONGWITH AMOUNT & PENDING DAYS C,                 249,Reports > Collection > Privious Year Collectiom >,,0,H,
4,OPENING BALANCE,\\,                 250,Reports > Collection > Privious Year Collectiom >,,0,H,
3,COUNTER SALE PENDING,PENDING AMOUNT OF ALL THE PARTIES WHOSE BILLING HAS BEEN DONE FROM COUNTER CAN BE CHECKED HERE EITHE,                 251,Reports > Collection >,,0,H,
3,AGEING ANALYSIS,AMT. TO BE PAID ACCORDING TO DUE PERIOD FOR ALL THE PARTIES CAN BE CHCEKED HERE,                 252,Reports > Collection >,,0,H,
3,PENDING OPENING BAL.,HERE YOU CAN VIEW ALL THE PARTIES WHOSE OPENING BALANCE HAS NOT BEEN CLEARED YET,                 253,Reports > Collection >,,0,H,
3,COMPANYWISE OUTSTANDING CC,\\,                 254,Reports > Collection >,,0,H,
3,PARTY DUE BILLS,ALL THE PARTIES WHOSE DUE DATE HAS BEEN OVER UPTO SPECIFIED DATE AND YET AMOUNT HAS NOT BEEN RECEIVE,                 255,Reports > Collection >,PENDING BILL REPORT,0,H,
2,M.I.S REPORT,,                 256,Reports >,,0,H,
3,DAILY BUSINESS SUMMARY,\\,                 257,Reports > M.I.S Reports >,,0,H,
3,CHANGED VOUCHERS,IT PROVIDES FOLLOWING OPTIONS ;,                 258,Reports > M.I.S Reports >,,0,H,
4,CHANGED SALES BILL,TO CHECK CHANGED SALES BILLS,                 259,Reports > M.I.S Reports > Changed Vouchers >,,0,H,
4,SALE BILL-TYPE CHANGE,IF THE TRANSACTION TYPE OR DATE HAS BEEN CHANGED OF SALE BILL IT CAN BE IDENTIFIED FROM THIS REPORT,                 260,Reports > M.I.S Reports > Changed Vouchers >,,0,H,
4,CHANGED PURCHASE BILL,ALL THE PURCHASE BILLS THAT HAVE BEEN CHANGED CAN BE VIEWED HERE,                 261,Reports > M.I.S Reports > Changed Vouchers >,,0,H,
4,CHANGED CASH RECEIPTS,IN CASE A CASH RECEIPT ENTRY HAS BEEN MADE AND CHANGED SUCH ENTRIES CAN BE TRACKED THROUGH THIS REPO,                 262,Reports > M.I.S Reports > Changed Vouchers >,,0,H,
4,CHANGED CASH PAID,ALL THE CASH PAID ENTRIES THAT HAS BEEN CHANGED CAN BE CHECKED ALONGWITH DETAILS OF CHANGED DATE & B,                 263,Reports > M.I.S Reports > Changed Vouchers >,,0,H,
4,CHANGED CHEQUE RECEIPTS,CHEQUE RECEIPTS THAT HAS BEEN CHANGED CAN BE VIEWED HERE,                 264,Reports > M.I.S Reports > Changed Vouchers >,,0,H,
4,CHANGED CHEQUE PAID,ALL THE CHQ. PAID ENTRIES THAT HAS BEEN CHANGED CAN BE CHECKED ALONGWITH DETAILS OF CHANGED DATE & B,                 265,Reports > M.I.S Reports > Changed Vouchers >,,0,H,
4,CHANGED CREDIT NOTE,IN CASE A CRDIT NOTE ENTRY HAS BEEN MADE AND CHANGED SUCH ENTRIES CAN BE TRACKED THROUGH THIS REPO,                 266,Reports > M.I.S Reports > Changed Vouchers >,,0,H,
3,DELETED  VOUCHERS,IT PROVIDES FOLLOWING OPTIONS ;,                 267,Reports > M.I.S Reports >,,0,H,
4,DELETED SALES BILLS,REFER THIS REPORT TO CHECK DELETED SALES BILLS,                 268,Reports > M.I.S Reports > Deleted Vouchers >,,0,H,
4,DELETED PURCHASE BILLS,REFER THIS REPORT TO CHECK DELETED PURCHASE BILLS,                 269,Reports > M.I.S Reports > Deleted Vouchers >,,0,H,
4,DELETED CASH/CHQ. VOUCHERS,REFER THIS REPORT TO CHECK DELETED CASH/CHEQUE VOUCHER,                 270,Reports > M.I.S Reports > Deleted Vouchers >,,0,H,
3,PROFIT REPORT,IN ORDER TO CHECK THE GAINED PROFIT REFER FOLLOWING REPORTS:,                 271,Reports > M.I.S Reports >,,0,H,
4,DAILY PROFIT,PROFIT GAINED ON EACH DAY WITHIN SPECIFIED PERIOD CAN BE VIEWED HERE,                 272,Reports > M.I.S Reports > Profit Report >,,0,H,
4,PARTYWISE PROFIT,TOTAL AMOUNT OF PROFIT GAINED WITHIN SPECIFIED PERIOD BY ALL THE PARTIES,                 273,Reports > M.I.S Reports > Profit Report >,,0,H,
4,SALESMANWISE PROFIT,TOTAL PROFIT OBTAINED BY EACH SALESMAN CAN BE CHECKED HERE,                 274,Reports > M.I.S Reports > Profit Report >,,0,H,
4,AREAWISE PROFIT,IT DISPLAYS PROFIT OBTAINED BY SALE DONE IN EACH AREA FOR SPECIFIED PERIOD,                 275,Reports > M.I.S Reports > Profit Report >,,0,H,
4,DOCTORWISE PROFIT,\\NOT DISPLAYING,                 276,Reports > M.I.S Reports > Profit Report >,,0,H,
4,COMPANYWISE PROFIT,HERE YOU CAN CHECK TOTAL SALE & PROFIT GAINED OF EACH COMPANY FOR SPECIFIED PERIOD,                 277,Reports > M.I.S Reports > Profit Report >,,0,H,
3,DISCOUNT REPORT,ALL TYPES OF DISCOUNT GIVEN IN SALE FOR EACH DATE CAN BE VIEWED HERE,                 278,Reports > M.I.S Reports >,,0,H,
3,PRODUCTWISE CHANGED SALE BILLS,TO SEE ALL BILLS THAT HAS BEEN CHANGED FOR PARTICUL;AR PRODUCT,                 279,Reports > M.I.S Reports >,,0,H,
3,DATEWISE CHANGED PRODUCTS(SALE,IF SALE BILL IS CHANGED OR  ANY PRODUCT HAS BEEN DELETED FROM BILL IT CAN BE IDENTIFIED FROM HERE,                 280,Reports > M.I.S Reports >,,0,H,
3,DATEWISE DELETED PRODUCTS(SALE,ALL DELETED SALE BILLS ALONGWITH PRODUCT DETAILS CAN BE VIEWED HERE,                 281,Reports > M.I.S Reports >,,0,H,
3,INTEREST CALCULATION,IT PROVIDES TH FOLLOWING REPORT:,                 282,Reports > M.I.S Reports >,,0,H,
4,DEBTOR/BANK,\\,                 283,Reports > M.I.S Reports > Interest Calculation >,,0,H,
3,SALESMAN PERFORMANCE,IN ORDER TO VIEW ALOTTED & ACHIEVED TARGET OF ALL SALESMAN & TO EVALUATE THEIR PERFORMANCE,                 284,Reports > M.I.S Reports >,,0,H,
3,OLD PURCHASE CLEARING,HERE YOU CAN CLEAR THE PREVIOUS YR. FINANCIAL BALANCE AMT. OF CREDITOR PARTIES WITHOUT MAKING RECEIP,                 285,Reports > M.I.S Reports >,,0,H,
3,OLD SALE BILL CLEARING,HERE YOU CAN CLEAR THE PREVIOUS YR. FINANCIAL BALANCE AMT. OF DEBTOR PARTIES WITHOUT MAKING RECEIPT,                 286,Reports > M.I.S Reports >,,0,H,
3,STOCK IN REPORT,IT PROVIDES LIST OF STOCK FEEDED THROUGH OPENING STOCK OR BROUGHT FROM GODOWN,                 287,Reports > M.I.S Reports >,,0,H,
3,STOCK OUT REPORT,ALL THE STOCK OUT ENTRIES MADE OR STOCK TRANSFERRED TO GODOWN CAN BE VIEWED HERE,                 288,Reports > M.I.S Reports >,,0,H,
3,PRODUCTWISE IN/OUT,IN ORDER TO CHECK THE STOCK IN AS WELL AS STOCK OUT ENTRY OF PARTICULAR PRODUCT REFER THIS REPORT,                 289,Reports > M.I.S Reports >,,0,H,
3,PARTYWISE DISCOUNTS,ALL TYPES OF DISCOUNT GIVEN TO PARTICULAR PARTY WITHIN SPECIFIED PERIOD CAN BE VIEWED HERE,                 290,Reports > M.I.S Reports >,,0,H,
3,PARTIES NOT DEALT WITH,HERE YOU GET A LIST OF ALL THE PARTIES WITH WHOM YOU HAVE NOT DEALT WITH FOR MORE THAN SPECIFIED DAY,                 291,Reports > M.I.S Reports >,,0,H,
3,ACCOUNTS HAVING DIFF IN OP.DEB,HERE YOU CAN FIND ALL THE PARTIES WHOSE CURRENT YEAR DEBIT & OLD SALE DEBIT IS DIFFERENT,                 292,Reports > M.I.S Reports >,,0,H,
3,NOTES REPORT,\\,                 293,Reports > M.I.S Reports >,,0,H,
3,EXTRA SCHEME GIVEN,\\,                 294,Reports > M.I.S Reports >,,0,H,
3,EXCESS STOCK CALCULATION,\\,                 295,Reports > M.I.S Reports >,,0,H,
3,*A D F H P W->DETAILS,\\,                 296,Reports > M.I.S Reports >,,0,H,
3,PARTY-COMPANYWISE CN RATIO,\\,                 297,Reports > M.I.S Reports >,,0,H,
3,OPERATORWISE TRANSACTIONS,ALL/SPECIFIC TRANSACTION DONE BY ALL/PARTICULAR OPERATOR WITHIN SPECIFIED PERIOD CAN BE CHECKED HERE,                 298,Reports > M.I.S Reports >,,0,H,
3,SALES SUMMERY," TOTAL AMT. OF SALE DONE IN CASH,CREDIT AND CASH/CREDIT ALONGWITH PURCHASE DONE OF EVERY MONTH",                 299,Reports > M.I.S Reports >,,0,H,
3,DATEWISE SALE LIST,"TO CHECK AMOUNT OF CASH,CREDIT AND CASH\CREDIT SALE DONE FOR EACH DATE OF SPECIFIED DURATION",                 300,Reports > M.I.S Reports >,,0,H,
3,PRODUCT SOLD BELOW PURCHASE RA,HERE YOU GET A LIST OF ALL THE PRODUCTS THAT HAS BEEN SOLD LESS THAN PURCHASE RATE EITHER FOR ALL CO,                 301,Reports > M.I.S Reports >,,0,H,
1,OTHERS,,                 302,Others,,0,H,
2,DELIVERY NOTE,HERE YOU CAN GENERATE DELIVERY NOTE BY FOLLOWING OPTION:,                 303,Others >,,0,H,
3,BILLS SELECTION,TO GENERATE DELIVERY NOTE OF ALL OR SELECTED BILLS USE THIS MENU,                 304,Others > Delivery Note >,,0,H,
3,SALESMAN WISE,,                 305,Others > Delivery Note >,,0,H,
3,AREA WISE,,                 306,Others > Delivery Note >,,0,H,
2,QUOTATION,,                 307,Others >,,0,H,
2,PURCHASE ORDER(MULTI-COMP),,                 308,Others >,,0,H,
2,PURCHASE ORDER(MULTI-CAT),,                 309,Others >,,0,H,
2,COMPANY WISE SHORTAGE,,                 310,Others >,,0,H,
2,MANUAL PURCHASE ORDER,,                 311,Others >,,0,H,
2,SHORT LIST FROM TO,,                 312,Others >,,0,H,
2,REPRINT,,                 313,Others >,,0,H,
3,CLAIM BILL,,                 314,Others >  Reprint >,,0,H,
3,SINGLE PARTY STATEMENT,,                 315,Others >  Reprint >,,0,H,
3,STATEMENT FROM TO,,                 316,Others >  Reprint >,,0,H,
3,BARCODE LABEL,,                 317,Others >  Reprint >,,0,H,
2,DELIVERY CONFIRMATION,,                 318,Others >,,0,H,
2,DELIVERY MARKING,,                 319,Others >,,0,H,
2,QUICK DATA ENTRY,IT PROVIDES FOLLOWING OPTION FOR QUICK UPDATION OD DATA:,                 320,Others >,,0,H,
3,ACCOUNT MASTER,"FOR QUICK UPDATION OF CREDITOR\PRODUCT DETAILS SUCH AS MOB NO,VATTIN NO.,DL NO",                 321,Others > Quick Data Entry >,,0,H,
3,PRODUCT MASTER,"FOR QUICK UPDATION OF PRODUCT DETAILS SUCH AS GST,SHELF NO.,MAX/MIN LEVEL",                 322,Others > Quick Data Entry >,,0,H,
2,SIMILAR PRODUCTS,IT GIVES A LIST OF ALL THE PRODUCTS THAT CAN BE USED AS AN ALTERNATIVE TO PARTICULAR PRODUCT,                 323,Others >,,0,H,
2,NOTES ENTRY,IN ORDER TO MAKE AN ENTRY OF NUMBER OF NOTES(RS.) RECEIVED/PAID WHILE PAYING OR RECEIVING AMOUNT,                 324,Others >,,0,H,
2,ADVANCE CHEQUES GIVEN,ALL THE ADVANCE CHEQUES GIVEN CAN BE VIEWED HERE,                 325,Others >,,0,H,
2,ORDER LIST,,                 326,Others >,,0,H,
2,GROUP PRODUCT PROMOTION,,                 327,Others >,,0,H,
2,LETER TEMPLATES,,                 328,Others >,,0,H,
2,LETTER VIEW/PRINT,,                 329,Others >,,0,H,
2,IMPORT STOCK,,                 330,Others >,,0,H,
1,WINDOW,OPTIONS RELATED TO ARRANGING SOFTWARE WINDOW HAS BEEN PROVIDED BELOW,                 331,Window,,0,H,
2,CASCADE,"IF MULITPLE WINDOWS ARE OPEN,IN ORDER TO ARRANGE THEM IN DESCENDING ORDER",                 332,Window >,,0,H,
2,ARRANGE ALL,\\,                 333,Window >,,0,H,
2,SHOW ALL,,                 334,Window >,,0,H,
2,CYCLE,TO SWITCH BETWEEN BACKSIDE & FRONTSIDE WINDOW,                 335,Window >,,0,H,
2,COMMAND WINDOW,\\ERROR,                 336,Window >,,0,H,
1,UTILITIES,USE ALT+I FOR SHORTCUT TO UTILITIES,                 337,Utilities,,0,H,
2,BACKUP DATA,TO TAKE BACKUP,                 338,Utilities >,,0,H,
2,CHANGE PASSWORD,TO CHANGE LOGIN PASSWORD,                 339,Utilities >,,0,H,
2,CHANGE SUPERPASSWORD,"BY DEFAULT IT IS SET AS ""CARE123"".YOU CAN CHANGE THE SUPERPASSWORD USING THIS OPTION",                 340,Utilities >,,0,H,
2,SETTINGS,THIS OPTION ALLOWS YOU TO DO ALL SOFTWARE RELATED SETTINGS,                 341,Utilities >,,0,H,
2,PRINTER SETTINGS,SETTINGS RELATED TO PRINTER SUCH AS PRINTER PATH AND PRINTER TYPE CAN BE DONE HE,                 342,Utilities >,,0,H,
2,BACKUP PATH SETTINGS,BACKUP CAN BE SET TO DIFFERENT LOCATION THROUGH THIS OPTION,                 343,Utilities >,,0,H,
2,CALCULATOR,DISPLAYS CALCULATOR ON THE SOFTWARE,                 344,Utilities >,,0,H,
2,Oth,IT INCLUDES FOLLOWING SUB-OPTIONS :-,                 345,Utilities >,,0,H,
3,FILES TALLY,TO CONVERT DATA INTO TALLY FORMAT,                 346,Utilities > Oth >,,0,H,
3,FILES TALLY GST,,                 347,Utilities > Oth >,,0,H,
2,UPLOAD SALE TO RETAILER(SERVER,TO SEND BILL TO RETAILER THROUGH SERVER,                 348,Utilities >,,0,H,
2,UPLOAD SALE TO RETAILER(EMAIL),TO SEND BILL TO RETAILER THROUGH EMAIL,                 349,Utilities >,,0,H,
2,UPLOAD DATA TO IMS,,                 350,Utilities >,,0,H,
2,MSCDA REPORT,USING THIS OPTION YOU CAN DIRECTLY SEND SALE REPORT EMAIL TO PERTICULAR COMPANY,                 351,Utilities >,,0,H,
2,DOWNLOAD PURCHASE,"IF YOU WISH TO DOWNLOAD PURCHASE BILL ONLINE USE THIS OPTION, HERE YOU CAN GET LIST OF SOFTWARE",                 352,Utilities >,,0,H,
3,'CARE' FORMAT,,                 353,Utilities > Download Purchase >,,0,H,
3,LUPIN,,                 354,Utilities > Download Purchase >,,0,H,
3,PIRAMAL/ABBOTT,,                 355,Utilities > Download Purchase >,,0,H,
3,J.B.CHEMICAL,,                 356,Utilities > Download Purchase >,,0,H,
3,IPCA FORMAT,,                 357,Utilities > Download Purchase >,,0,H,
3,EMCURE FORMAT,,                 358,Utilities > Download Purchase >,,0,H,
3,TORRENT,,                 359,Utilities > Download Purchase >,,0,H,
3,INDOCO,,                 360,Utilities > Download Purchase >,,0,H,
3,- -,,                 361,Utilities > Download Purchase >,,0,H,
3,CIPLA/MANKIND/CENTAUR/HIMALAYA,,                 362,Utilities > Download Purchase >,,0,H,
3,MEDICA,,                 363,Utilities > Download Purchase >,,0,H,
3,OTHER1,,                 364,Utilities > Download Purchase >,,0,H,
3,COMPUTECH,,                 365,Utilities > Download Purchase >,,0,H,
3,MV FORMAT,,                 366,Utilities > Download Purchase >,,0,H,
2,CREATE FILE FOR WEB-UPLOAD,,                 367,Utilities >,,0,H,
2,CREATE FILES FOR PHONE,,                 368,Utilities >,,0,H,
2,GENERATE AUTO BILLS FOR PHONE,,                 369,Utilities >,,0,H,
2,GENERATE BILLS FROM ONLINE ORD,,                 370,Utilities >,,0,H,
2,GENERATE ORDERMAN BILLS,BY CLICKING ON THIS OPTION YOU CAN CREATE SALEBILLS OF ORDER UPLOADED FROM ORDERMAN APP,                 371,Utilities >,,0,H,
2,GENERATE BILLS FROM LAPTOP ORD,,                 372,Utilities >,,0,H,
2,DOWNLOAD CN,,                 373,Utilities >,,0,H,
2,UPLOAD PURCHASE TO BRANCH,,                 374,Utilities >,,0,H,
2,UPLOAD STOCK FROM LAST YEAR PU,,                 375,Utilities >,,0,H,
2,ENTER RETAILORS ORDER,,                 376,Utilities >,,0,H,
2,CREATE COMBINED ORDER,,                 377,Utilities >,,0,H,
2,ATTENDANCE,USING THIS OPTION YOU CAN MAINTAIN DAILY ATTENDANCE OF YOUR WORKERS,                 378,Utilities >,,0,H,
2,SALARY,USING THIS OPTION YOU CAN MAINTAIN SALARY CHART OF WORKERS BASED ON THEIR ATTENDANCE,                 379,Utilities >,,0,H,
2,SEND BULK EMAIL,USING THIS OPTION YOU CAN SEND EMAIL TO NO OF CUSTOMERS WITH MESSAGE YOU WANT TO SNED,                 380,Utilities >,,0,H,
2,CONTACT US,IF YOU HAVE ANY KIND OF QUERY REGARDING SOFTWARE YOU CAN SEND EMAIL TO CARE SOFTWARE ON THIS EMAILID,                 381,Utilities >,,0,H,
1,SEND SMS,YOU CAN SEND MESSAGE TO YOUR CUSTOMERS BY USING THIS MENU.IT PROVIDES FOLLOWING OPTION,                 382,Send Sms,,0,H,
2,SINGLE SMS,TO SEND SINGLE MESSAGE USE THIS MENU,                 383,Send Sms >,,0,H,
2,BULK SMS,TO SEND MULTIPLE MESSAGES TO ALL OR SELECTED PARTIES USE THIS MENU,                 384,Send Sms >,,0,H,
2,SMS SETTINGS,\\disabld,                 385,Send Sms >,,0,H,
2,BULK EMAIL,SIMILAR TO BAULK SMS YOU CAN ALSO SEND BULK EMAIL,                 386,Send Sms >,,0,H,
1,QUICK MENU,,                 387,Quick Menu,,0,H,
2,DAILY CASH REPORT,TO VIEW ALL THE CASH TRANSACTIONS DONE ON PARTICULAR DATE,                 388,Quick Menu  >,,0,H,
2,STOCK HOLD\RELEASE,IT INCLUDES FOLLOWING 2 OPTIONS:,                 389,Quick Menu  >,,0,H,
3,PRODUCTWISE,TO HOLD OR RELEASE STOCK OF PARTICULAR PRODUCT,                 390,Quick Menu  > Stock Hold/Relese,,0,H,
3,COMPANYWISE,TO HOLD OR RELEASE STOCK OF PARTICULAR COMPANY,                 391,Quick Menu  > Stock Hold/Relese,,0,H,
2,PAYMENT SEARCH BY BILL NO.,\\,                 392,Quick Menu  >,,0,H,
2,PARTYWISE OUTSTANDING,\\,                 393,Quick Menu  >,,0,H,
2,STOCK IN,TO ENTER STOCK OF PRODUCT TO SOFTWARE OR TO MAKE ENTRY OF STOCK BROUGHT FROM GODOWN,                 394,Quick Menu  >,,0,H,
2,STOCK OUT,TO REMOVE THE STOCK OF PRODUCT OR TO TRANSFER THE STOCKTO GODOWN,                 395,Quick Menu  >,,0,H,
2,PARTYWISE CR/DB NOTES,TO VIEW ALL THE DEBIT/CREDIT NOTES OF PARTICULAR PARTY,                 396,Quick Menu  >,,0,H,
2,DATEWISE CHANGED DELETED PRODU,TO VIEW DELETED PRODUCTS IN BILLS,                 397,Quick Menu  >,,0,H,
2,SALES BILL PRINT(FROM-TO),TO VIEW DELETED SALE BILLS BETWEEN GIVEN RANGE,                 398,Quick Menu  >,,0,H,
2,DELETED SALES BILL ENTRY,TO VIEW DELETED BILLS,                 399,Quick Menu  >,,0,H,
2,STOCK AND SALE,,                 400,Quick Menu  >,,0,H,
1,EXIT,,                 401,Exit,,0,H,
